age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,2,14168,8,0,7,0,4,1,0,0,8,38,1
23,1,16231,3,0,6,0,4,1,0,0,8,38,0
19,1,16779,8,0,3,0,4,1,0,0,13,38,0
4,1,17296,8,1,0,4,4,1,0,0,8,38,0
22,3,3532,2,0,9,0,4,1,0,0,18,38,1
7,1,14543,1,1,9,1,4,1,0,0,7,38,0
29,1,7498,3,1,13,1,0,1,0,0,8,38,0
30,1,10855,1,0,11,0,4,1,0,50,8,38,1
18,1,18912,7,0,9,0,4,1,0,0,21,38,1
43,2,5777,6,0,13,0,4,1,0,0,8,38,1
18,1,7272,1,0,7,5,4,0,0,0,0,30,0
16,1,16941,3,2,7,4,4,0,0,0,8,2,0
4,1,11623,0,1,9,1,4,0,0,0,8,38,0
20,1,14770,1,0,12,0,4,1,0,0,18,38,1
31,3,7693,3,0,0,0,2,1,0,0,18,38,1
41,1,19494,6,3,4,2,4,0,0,0,13,12,0
4,1,11763,3,1,5,1,4,0,0,0,8,38,0
5,1,4705,3,1,5,3,4,1,0,0,8,38,0
5,1,17628,3,1,7,4,4,0,0,0,8,38,0
11,2,9340,4,0,3,5,4,0,0,0,0,38,1
6,3,17670,3,1,9,1,4,1,0,0,8,38,0
41,3,19294,3,0,0,0,2,1,0,0,8,38,1
21,3,13916,1,0,2,0,1,1,0,0,8,29,0
32,1,17034,3,0,11,0,4,1,0,0,0,25,0
30,1,12931,1,0,3,0,4,1,0,0,13,38,1
33,1,17676,1,0,3,0,4,1,0,47,8,38,1
4,1,9393,3,1,9,4,4,0,0,0,21,38,0
38,1,8848,3,2,0,1,4,0,0,0,8,38,0
30,1,18295,3,2,5,1,4,1,0,0,8,38,0
2,1,11868,3,1,9,1,4,0,0,0,8,38,0
30,1,13811,3,1,12,2,4,1,0,0,18,38,0
19,1,1891,3,0,2,0,4,1,0,0,8,38,0
11,3,9325,0,0,10,0,4,1,0,53,8,8,0
25,1,7429,3,3,11,4,0,0,0,0,8,38,0
24,1,10027,4,1,9,1,4,0,114,0,3,38,1
29,1,16142,1,0,11,0,4,1,117,0,8,38,1
15,1,12629,3,0,11,0,4,1,0,0,18,38,0
17,1,13741,3,1,7,4,2,0,0,0,8,38,0
16,1,1650,6,0,2,0,4,1,0,0,8,38,0
43,3,7442,1,0,3,0,4,1,0,0,8,38,1
36,1,2150,3,0,13,0,4,1,0,0,8,38,0
7,1,10407,1,1,12,1,4,0,0,0,18,38,0
22,3,9321,8,0,5,0,4,1,0,50,21,38,1
6,1,9169,8,1,2,1,4,1,0,0,8,38,0
19,3,1477,3,2,0,4,4,0,0,0,8,38,0
2,1,5478,3,2,9,3,4,0,6,0,8,38,0
9,1,15690,3,1,0,3,4,0,0,0,8,38,0
21,1,14268,3,0,11,0,2,1,0,0,8,38,1
24,1,16784,1,0,2,0,4,1,93,0,21,38,1
5,1,7325,8,1,11,2,4,0,0,0,0,38,0
21,1,9748,0,1,6,1,2,0,99,0,18,38,1
22,1,17585,3,0,2,0,4,1,0,0,8,38,0
18,3,5694,3,0,2,0,4,1,90,0,8,38,1
21,3,19494,8,2,3,4,2,0,0,0,13,38,0
2,1,2197,3,0,7,5,2,0,0,0,0,38,0
9,1,17146,3,1,13,3,4,1,0,0,13,38,0
35,1,1266,1,2,2,4,4,1,0,0,0,38,0
24,1,16759,6,0,7,0,3,1,0,22,8,26,0
28,1,9749,3,2,0,1,4,0,0,0,8,38,0
41,3,9399,8,0,0,0,4,1,0,0,8,38,1
17,1,1757,1,1,11,1,4,1,0,0,13,38,0
19,1,17428,3,0,6,0,4,1,0,0,8,38,0
2,0,18315,3,1,4,3,4,1,0,0,0,38,0
9,3,9541,3,2,7,4,4,0,0,0,8,38,0
43,1,2942,3,0,13,0,4,1,0,0,8,38,0
18,2,4485,3,0,3,0,4,1,0,0,18,38,0
22,1,11129,3,2,7,1,4,0,0,0,21,38,0
10,1,345,3,2,5,4,4,0,0,0,8,23,0
9,3,12900,4,1,9,1,4,1,0,0,8,38,0
0,1,15931,3,1,7,3,4,1,0,0,0,38,0
42,2,9930,3,0,11,0,4,1,0,0,8,8,1
36,3,28,3,0,3,0,0,1,0,0,16,38,0
18,1,4856,3,2,13,1,4,1,0,0,8,38,0
17,3,5570,8,0,3,0,4,1,0,0,8,38,1
19,1,3278,3,0,12,0,4,1,0,0,13,38,1
19,1,15509,3,0,11,0,4,1,0,0,8,38,0
4,1,2291,3,1,7,3,4,1,0,0,8,38,0
12,1,7066,8,1,11,3,4,0,0,0,8,38,0
18,1,10386,1,0,9,0,4,1,0,0,18,38,1
42,2,18628,1,0,3,0,4,1,0,0,8,38,1
5,1,13170,8,1,7,1,4,1,0,25,0,38,0
33,3,403,4,0,9,0,4,1,0,0,18,38,0
7,3,331,1,1,9,1,3,0,0,0,8,38,0
19,1,13169,1,2,12,1,4,0,0,0,8,38,0
14,1,4436,3,0,6,5,4,0,67,0,8,38,1
25,2,6147,8,0,2,0,4,1,0,0,8,7,0
21,1,12799,6,2,11,4,4,0,0,0,8,38,0
35,1,15451,3,0,3,0,4,1,0,0,8,38,0
29,1,2338,3,2,2,1,4,1,0,0,8,38,0
6,1,4386,8,0,2,0,4,1,0,0,21,38,0
37,1,11712,6,0,11,0,4,1,0,0,19,38,0
10,1,19313,3,1,0,1,2,0,0,0,8,38,0
25,1,9780,1,2,7,1,4,0,0,0,18,38,0
16,3,16960,3,0,2,0,4,1,0,0,8,38,0
2,1,6963,0,1,3,1,4,0,0,0,18,38,0
42,1,11104,3,0,7,5,4,0,63,0,0,38,0
37,1,3382,3,3,7,4,4,0,0,0,0,38,0
31,1,10359,6,0,13,0,4,1,0,32,21,38,0
28,1,18392,3,2,0,1,4,0,0,0,8,38,0
19,1,13165,1,1,3,1,4,1,0,0,21,38,0
18,2,8767,0,0,2,0,4,1,0,0,8,38,0
30,1,12180,8,2,0,1,4,0,0,0,4,38,0
16,1,1421,1,1,3,1,4,1,0,0,8,38,0
31,2,10608,1,0,9,0,4,1,0,0,8,38,0
25,1,5658,3,2,2,4,2,0,0,0,8,38,0
2,1,15189,8,1,7,3,4,1,0,0,0,38,0
47,2,11446,1,0,9,0,4,1,0,0,8,38,0
34,2,10536,1,0,4,0,4,1,0,0,0,38,0
3,3,5166,3,1,0,2,4,1,0,0,0,38,0
11,1,8149,3,1,7,1,4,1,0,0,8,32,0
35,1,4256,4,0,3,0,4,1,0,47,18,11,1
12,2,19227,8,1,2,1,4,1,0,0,13,38,0
34,1,9021,1,2,11,1,4,1,0,0,8,38,0
19,1,18851,3,0,9,0,4,1,0,73,21,38,0
26,1,18494,1,0,11,0,4,1,107,0,13,38,1
35,1,8429,8,0,3,0,4,1,0,0,8,38,0
33,1,15546,3,2,2,1,4,1,0,0,8,38,1
8,1,5976,8,2,7,1,4,1,0,0,0,38,0
19,1,5146,0,1,0,4,2,0,0,0,8,22,0
27,1,12151,8,0,3,5,4,0,0,0,21,38,0
30,1,8084,3,0,13,1,2,1,0,0,13,38,0
15,1,10703,3,2,2,3,4,1,0,0,8,38,0
20,1,7972,4,1,9,4,1,1,0,0,8,34,0
23,1,6878,3,0,0,0,4,1,41,0,8,38,0
17,2,5480,3,0,11,0,4,1,0,0,21,38,0
18,2,18162,8,0,11,0,4,1,0,0,18,38,1
9,1,19494,8,1,9,3,4,1,0,0,0,7,0
32,2,4675,1,0,4,0,4,1,0,0,18,38,0
29,2,17674,1,0,9,1,4,1,0,0,0,38,0
14,3,16937,8,1,0,3,2,1,0,0,8,38,0
5,1,18846,0,1,2,1,4,1,0,0,0,38,0
3,1,5272,8,1,7,1,4,0,0,0,0,38,0
35,1,4477,2,1,3,1,4,1,0,0,8,38,1
9,1,1685,8,1,0,1,2,0,0,0,8,38,0
17,1,7868,1,0,3,0,4,1,0,0,18,38,1
14,1,6022,3,1,6,1,4,1,0,0,8,38,0
29,1,9143,3,2,11,4,4,0,0,0,0,38,0
5,1,13279,6,0,6,0,4,1,0,0,8,25,0
21,1,3925,0,1,2,3,4,1,0,0,8,38,0
18,1,12618,3,0,11,0,4,1,0,0,8,6,0
10,3,18168,8,1,10,1,4,1,0,0,8,38,0
10,1,14435,0,0,3,0,4,1,0,0,8,38,0
29,1,13035,8,2,11,4,4,0,0,0,8,4,0
2,1,17157,8,1,0,3,4,1,0,0,0,36,0
3,1,15695,8,1,7,3,4,1,0,0,3,38,0
17,3,11748,1,0,10,0,4,1,0,0,21,38,0
32,1,8905,4,0,3,0,4,1,0,0,13,38,1
10,1,9622,8,0,4,0,3,1,0,0,18,38,0
42,1,9375,8,0,0,5,4,0,0,0,0,4,1
28,1,12371,1,0,3,0,4,1,107,0,21,38,1
4,1,2501,8,1,11,3,4,0,0,0,0,38,0
34,3,2508,0,2,9,4,4,0,0,0,8,38,0
24,3,4915,2,0,9,0,4,1,0,0,8,38,1
32,1,9880,4,0,9,1,4,1,0,0,8,38,0
34,1,19494,3,2,6,3,2,1,0,0,8,38,0
3,1,12878,8,1,5,3,4,0,0,0,0,38,0
52,2,8906,3,0,11,0,4,1,0,0,16,38,0
26,1,10266,3,0,5,0,4,1,0,0,18,38,0
33,1,7311,3,2,6,4,2,0,0,0,12,38,0
15,1,17187,3,0,6,0,4,1,0,0,8,38,0
10,3,16149,3,1,4,3,4,1,0,0,8,38,0
21,1,11613,3,0,7,0,4,1,0,0,8,38,0
45,1,8187,3,0,6,0,4,1,0,0,8,38,1
29,1,7948,3,2,3,1,4,1,0,0,12,38,0
4,1,13973,3,1,6,4,4,0,0,0,8,38,0
19,1,6379,1,1,0,1,4,0,0,0,18,38,0
19,1,9841,3,2,5,1,4,1,0,0,8,38,0
6,1,14637,3,1,6,3,1,1,0,0,8,29,0
41,1,16452,1,0,9,0,4,1,0,0,8,38,1
23,1,13767,1,0,9,0,4,1,0,0,13,38,0
47,1,16848,8,0,3,5,4,0,100,0,3,38,0
49,1,54,3,0,2,0,4,1,0,0,0,38,0
25,1,11373,3,0,11,0,4,1,0,0,8,38,0
38,1,7679,8,3,0,4,4,0,0,0,8,38,0
36,1,11296,8,0,3,0,4,1,0,50,8,38,1
8,1,13396,3,0,5,0,4,1,0,0,8,38,0
22,1,18650,8,1,12,4,2,0,0,0,8,38,0
3,1,9263,3,1,7,3,4,1,0,0,8,38,0
15,1,8718,3,0,7,0,4,1,0,0,21,38,0
11,1,6157,1,1,11,4,4,1,0,0,21,38,0
6,3,18469,0,1,3,3,4,0,0,0,8,30,0
1,1,4802,3,1,7,3,4,1,0,0,0,38,0
26,2,7459,3,0,3,0,4,1,0,0,3,38,1
12,1,13306,3,0,2,0,4,1,0,0,8,38,0
15,1,14377,8,0,10,0,4,1,0,0,14,5,0
14,3,6899,3,2,2,4,4,1,0,0,8,38,0
43,1,6255,6,0,2,0,4,1,0,0,8,25,0
25,1,16432,8,0,13,0,4,1,0,0,18,38,0
29,1,7639,4,0,3,0,4,1,0,0,18,38,1
21,1,16772,3,0,2,0,4,1,0,0,8,38,1
1,1,10021,3,1,7,3,4,0,0,0,0,38,0
14,1,12772,3,1,11,3,4,0,0,0,8,38,0
37,1,14368,3,0,11,0,4,1,65,0,21,38,0
29,1,17518,8,0,11,0,4,1,0,54,18,38,0
10,2,378,3,1,4,3,4,1,0,0,21,38,0
33,3,365,1,0,9,0,4,1,0,0,13,38,1
21,2,12051,6,0,4,0,4,1,0,0,21,38,0
19,3,3363,4,1,9,3,4,0,0,0,8,38,0
8,1,19494,3,2,7,1,4,1,0,0,8,25,0
2,1,1243,3,1,4,3,4,1,0,0,0,38,0
43,3,3466,8,0,7,0,1,1,0,0,21,29,0
28,3,9409,3,1,7,3,4,1,0,0,8,38,0
4,1,5180,8,1,12,3,4,1,0,25,0,38,0
25,1,9406,3,2,13,1,4,1,0,51,14,38,0
21,1,12325,3,0,2,0,4,1,0,0,18,38,0
2,1,19494,3,1,3,1,2,1,0,0,0,38,0
6,1,15694,8,1,0,3,4,1,0,0,8,38,0
7,1,9569,8,1,5,3,4,0,0,0,0,38,0
13,1,15362,0,2,11,1,4,1,0,0,20,38,0
45,1,10220,8,0,3,0,4,1,0,0,8,38,0
9,2,17620,7,1,9,3,4,1,0,0,0,38,0
25,3,6054,1,0,3,0,4,1,0,0,20,38,1
16,1,12460,3,0,2,0,4,1,0,0,8,38,0
18,1,13829,1,2,9,4,4,0,0,0,0,38,0
16,1,14963,3,2,11,1,4,1,0,0,8,38,0
28,1,8738,3,2,11,1,4,0,0,0,21,38,0
45,1,12851,1,0,0,5,4,0,0,0,0,38,1
7,1,16604,3,1,3,3,4,1,0,0,8,38,0
33,3,7584,8,2,0,1,2,0,0,0,8,38,0
37,1,860,1,0,9,0,4,1,0,0,8,38,1
41,1,19492,6,2,6,3,4,1,0,0,8,38,0
22,2,640,3,0,2,0,4,1,0,0,18,38,0
15,1,1100,3,2,2,4,4,1,0,0,8,38,0
10,1,8827,1,0,9,0,4,1,0,0,8,38,0
10,1,7440,3,0,13,0,4,1,63,0,3,38,0
3,1,1071,8,1,7,3,4,1,0,0,21,38,0
47,1,2075,6,0,2,0,4,1,0,0,8,38,0
38,2,15467,4,3,11,1,4,0,0,0,8,38,0
29,1,8622,3,2,12,1,4,0,0,0,11,38,0
28,1,9768,8,0,13,0,4,1,0,0,21,38,0
9,1,1759,3,1,13,1,4,1,0,0,8,38,0
19,1,17115,3,0,2,0,4,1,0,0,8,38,0
8,1,11306,1,1,11,1,4,0,0,45,8,38,0
41,1,13616,3,0,13,0,4,1,0,46,8,38,1
22,2,10803,1,0,3,0,4,1,0,0,13,38,0
30,1,13325,3,3,8,1,1,0,0,0,13,36,0
18,1,17332,4,0,6,0,4,1,0,0,16,38,0
21,1,8792,3,0,3,0,4,1,0,0,8,38,0
33,1,5290,3,0,2,0,4,1,0,0,8,38,0
19,1,18839,3,2,0,4,4,0,0,0,6,38,0
11,1,19265,6,1,2,2,4,1,0,0,8,25,0
27,2,12628,3,0,6,5,4,0,0,0,13,38,0
23,1,18087,3,2,10,4,4,0,0,0,8,38,0
38,1,9056,8,0,2,0,4,1,0,0,8,38,1
12,2,515,3,1,4,1,4,1,0,0,13,38,0
16,1,11404,3,0,2,0,4,1,0,0,13,38,0
15,1,9158,1,0,3,0,4,1,93,0,8,38,1
28,3,7482,4,0,9,0,2,1,0,0,0,38,1
6,1,16178,3,1,5,3,4,1,0,0,0,38,0
14,1,18658,0,1,10,3,2,1,0,0,8,38,0
5,1,7444,8,1,7,1,1,0,0,0,8,29,0
42,1,10678,3,2,5,1,2,1,0,0,8,38,0
15,1,3427,8,1,2,1,4,1,0,0,6,38,0
32,3,18557,8,1,0,1,4,0,0,0,8,38,0
5,1,15149,8,1,0,3,4,1,0,0,0,38,0
9,1,10843,8,1,0,1,4,1,0,0,0,38,0
6,3,17044,8,0,0,0,1,1,0,0,8,39,0
38,2,12387,8,0,11,5,4,0,0,0,18,38,0
30,1,17179,3,0,3,0,4,1,0,0,17,38,1
27,1,14816,3,0,13,0,4,1,0,0,8,38,0
10,1,880,8,1,7,1,4,1,0,0,0,38,0
23,3,11863,4,0,9,5,4,0,107,0,5,38,1
15,2,1707,1,0,9,5,4,0,0,0,0,38,1
3,1,15420,8,1,6,2,1,1,0,0,8,39,0
59,3,8268,3,3,3,1,4,0,0,0,1,38,0
23,1,15825,8,2,2,2,4,1,0,0,18,38,0
20,1,8056,1,1,11,1,4,0,0,0,8,38,0
27,1,11822,8,2,13,3,4,1,0,14,8,38,0
30,1,8506,8,2,3,4,4,0,0,0,8,10,0
45,2,12283,8,0,11,0,4,1,0,0,0,38,0
30,1,19494,3,1,13,1,4,1,0,0,13,38,0
27,3,9262,3,2,2,4,2,1,0,0,8,38,0
9,3,8476,1,0,0,0,4,1,0,0,9,38,0
19,1,13514,8,0,2,0,4,1,0,0,8,38,0
35,1,15004,3,0,7,0,4,1,0,0,8,38,0
16,1,3957,8,2,0,4,4,0,0,0,8,38,0
16,1,15246,3,0,13,0,2,1,0,0,8,38,0
8,1,3128,1,0,3,0,4,1,0,0,0,38,0
45,1,2942,1,0,6,0,4,1,0,0,8,38,0
21,1,5898,8,0,2,0,4,1,0,0,8,38,0
29,1,6737,3,0,4,1,4,1,0,0,21,38,0
29,1,5848,1,0,3,0,4,1,0,0,12,38,1
21,1,4812,3,2,7,4,4,0,0,0,21,38,0
35,1,10928,8,0,0,0,4,1,0,0,8,38,1
46,2,9770,6,0,3,0,4,1,0,0,0,38,0
32,1,13397,8,0,6,0,4,1,0,0,11,38,0
0,3,7120,3,1,0,3,4,0,0,0,0,38,0
16,1,10338,3,1,7,1,4,0,0,0,3,38,0
53,2,16419,3,3,7,2,4,0,29,0,0,38,0
2,1,13340,8,1,7,3,4,0,0,0,0,38,0
44,1,1694,8,0,11,0,4,1,0,0,8,38,0
16,1,15374,1,0,9,0,4,1,0,0,0,38,1
12,1,18433,3,2,4,4,4,0,0,0,8,12,0
23,3,122,8,2,13,4,4,1,89,0,8,38,0
26,3,1079,3,0,13,0,4,1,0,0,6,38,1
7,1,4669,3,1,11,1,4,1,0,0,8,38,0
12,1,5985,8,0,2,0,4,1,0,0,21,38,0
44,2,15951,3,0,7,5,2,0,0,0,0,38,0
31,1,12124,3,2,7,1,4,0,0,0,2,38,0
2,1,16395,8,1,5,3,4,1,0,0,0,38,0
13,1,2209,8,1,6,1,4,0,0,0,8,38,0
7,1,14469,8,1,7,1,4,1,0,0,0,38,0
22,3,13633,4,1,9,4,4,0,0,0,11,38,0
29,2,4453,8,2,3,4,4,0,20,0,21,38,0
23,1,3336,3,0,11,0,4,1,0,0,21,38,1
10,3,11972,1,1,9,3,4,0,0,0,8,38,0
8,1,11306,4,1,9,3,4,0,0,0,8,38,0
14,1,19494,3,1,2,1,4,1,0,52,8,38,0
41,1,13537,1,2,13,1,4,1,0,0,13,38,0
16,1,3697,3,0,3,5,4,0,0,0,10,1,1
23,1,6578,3,3,7,4,4,0,0,0,0,38,0
23,2,2011,4,0,11,0,4,1,0,0,21,38,1
14,1,19320,3,0,2,0,4,1,0,0,8,38,0
16,1,6806,3,2,7,4,1,0,0,0,16,2,0
32,1,10396,0,0,11,0,4,1,0,0,13,38,0
7,1,4608,0,1,12,3,4,1,0,0,8,38,0
29,1,5945,3,1,2,4,4,1,0,0,8,38,0
41,3,7072,4,0,9,0,4,1,0,0,8,38,1
3,1,12444,8,1,11,3,4,0,0,0,0,38,0
26,1,7477,8,0,0,5,4,0,0,0,8,38,0
31,2,8627,4,0,11,0,1,1,0,0,18,18,0
24,1,11483,8,0,13,0,4,1,0,0,21,38,0
10,3,6985,8,2,7,1,4,0,0,0,0,38,0
35,3,14977,3,0,2,0,4,1,0,0,8,38,0
35,3,11163,8,2,3,1,4,0,0,0,6,38,0
2,1,14891,3,1,7,3,2,1,0,0,0,38,0
22,3,3480,8,2,9,3,4,0,0,0,13,38,0
30,1,6967,8,2,7,4,4,0,0,0,8,38,0
10,1,14896,3,2,2,2,3,1,0,0,8,38,0
31,1,11193,8,2,2,1,4,1,0,0,8,38,0
33,1,12733,3,2,7,4,4,0,0,0,3,38,0
43,1,135,8,0,13,0,4,1,0,0,21,38,0
11,1,19373,0,0,12,0,4,1,0,0,13,38,1
30,3,1575,3,2,7,4,2,0,0,0,8,38,0
23,2,8145,3,0,2,0,1,1,0,0,21,34,0
20,1,16263,3,1,5,4,4,0,62,0,8,26,0
24,3,4370,4,1,9,1,4,1,0,0,8,38,0
21,1,5440,3,0,0,0,1,1,0,0,16,37,0
29,3,5216,0,2,12,1,3,0,0,0,0,38,0
4,2,19415,8,1,0,3,4,1,0,0,0,38,0
27,1,13680,4,2,11,4,4,0,0,0,16,38,0
30,2,5171,8,0,0,5,4,0,0,0,3,38,1
25,3,18478,8,2,2,1,4,1,0,0,8,38,0
39,1,9247,1,1,3,1,4,0,0,0,13,38,1
15,1,17768,1,1,9,3,4,1,0,0,8,38,0
7,1,5693,1,0,7,0,4,1,0,0,1,38,0
9,1,16220,8,0,11,0,4,1,0,0,8,38,0
19,2,13456,1,1,11,1,2,0,24,0,18,38,0
32,1,11969,3,1,7,1,4,1,0,0,21,38,0
48,1,7623,3,0,3,0,4,1,0,0,8,38,1
56,3,2358,6,2,7,1,1,0,0,0,8,38,0
17,1,13863,3,0,5,0,4,1,0,0,8,38,0
5,1,12923,1,1,0,3,4,0,0,0,8,38,0
32,3,5686,8,1,7,4,4,0,0,0,0,38,0
8,1,15702,3,1,7,4,2,0,0,0,0,38,0
22,1,10683,3,0,13,0,4,1,0,0,0,38,0
2,1,4681,3,1,2,1,4,1,0,0,21,38,0
7,1,13912,3,0,6,5,4,0,0,0,8,38,0
17,1,6343,3,2,0,4,4,0,0,0,3,38,0
4,1,12947,3,1,6,2,4,1,0,0,8,38,0
26,1,11694,4,2,7,4,4,0,0,0,8,38,0
22,1,6671,8,2,0,4,2,0,0,0,8,38,0
16,2,5529,0,1,7,1,2,1,0,0,0,38,0
2,1,12091,8,1,7,3,4,0,0,0,0,38,0
0,1,7719,3,1,11,4,4,0,0,0,0,38,0
26,2,1283,8,0,4,0,4,1,0,0,18,38,0
45,1,7299,3,3,0,1,4,0,0,0,10,38,0
36,3,14294,4,2,9,1,2,0,0,0,8,38,1
28,3,787,4,0,9,0,4,1,0,0,21,38,1
30,1,7915,3,2,0,1,2,0,0,0,8,38,0
13,1,10990,8,1,7,3,2,0,0,0,8,38,0
36,1,13031,3,2,11,1,4,0,0,0,1,38,0
7,1,15480,3,2,6,3,2,0,0,0,8,38,0
24,3,19494,8,0,5,0,4,1,0,0,8,38,0
41,3,14630,6,2,7,2,2,0,0,0,8,13,0
10,3,4007,3,2,0,1,4,1,73,0,18,38,0
46,3,4369,3,2,0,1,4,0,0,0,6,38,0
33,1,9086,8,2,7,3,4,1,0,0,0,38,0
26,3,12762,4,1,12,1,2,0,96,0,15,38,1
12,2,2933,8,1,3,1,4,1,0,0,21,38,0
24,1,10664,8,0,11,0,4,1,64,0,8,38,0
38,1,14318,3,0,7,0,4,1,0,0,8,38,0
19,1,16111,3,1,13,1,4,1,0,0,13,38,0
6,3,5872,3,1,0,3,4,1,0,0,8,38,0
5,1,3627,1,1,2,1,4,1,103,0,21,38,1
41,2,11502,8,2,2,1,4,1,0,0,13,38,0
8,1,15238,3,1,0,3,2,0,0,0,8,38,0
23,1,3873,3,0,11,5,4,0,0,0,0,38,0
21,1,46,0,1,9,1,4,0,0,0,7,38,0
20,1,18280,1,0,9,0,4,1,0,0,8,38,1
2,1,14223,8,1,7,3,4,0,0,0,3,38,0
38,1,9241,3,1,7,1,4,1,0,0,0,38,0
38,1,16458,1,0,11,0,4,1,107,0,18,38,1
11,1,16174,1,1,0,1,4,1,0,0,13,38,0
36,1,15230,3,0,2,0,4,1,0,0,8,7,0
43,1,5816,8,2,9,4,4,1,52,0,10,38,0
15,1,873,8,2,0,4,4,0,0,0,6,38,0
17,1,9158,3,0,11,0,4,1,0,0,18,38,0
32,1,18541,8,2,9,1,4,1,0,0,13,38,1
4,1,13841,8,1,7,2,4,0,0,0,0,38,0
7,3,7046,1,1,0,1,2,0,0,0,0,38,0
36,1,14296,0,2,0,1,2,0,26,0,8,38,0
17,3,10757,1,0,9,1,4,0,0,0,8,38,0
24,1,16268,6,0,4,5,4,0,0,0,8,25,0
4,1,17483,3,1,7,1,4,0,0,0,8,38,0
26,1,13534,4,0,3,0,4,1,0,0,3,38,1
14,3,10822,3,1,10,3,4,1,0,0,8,38,0
21,1,756,3,0,5,0,4,1,0,54,8,38,0
25,1,7555,1,0,3,0,4,1,0,75,21,38,1
45,1,8076,1,1,4,1,4,1,0,0,0,38,0
34,1,15224,6,3,6,1,0,0,0,0,8,38,0
13,1,9596,3,1,11,4,2,0,0,0,0,38,0
7,1,1596,1,0,6,0,4,1,0,0,8,38,0
19,1,4670,3,2,2,1,4,1,0,0,8,38,0
40,1,18690,3,0,2,0,4,1,0,0,8,38,0
29,1,17914,1,0,3,0,4,1,0,0,21,38,1
16,1,16235,2,0,9,0,4,1,0,0,8,38,0
25,1,5304,8,1,11,1,4,1,0,0,13,38,0
45,1,5125,3,0,2,0,4,1,0,0,8,38,0
47,2,16757,8,0,11,0,4,1,0,0,0,38,0
1,1,14573,8,1,11,3,4,0,0,0,0,38,0
26,1,15666,6,0,4,4,4,1,0,0,3,25,0
45,2,191,6,3,7,1,4,0,0,0,21,38,0
12,1,8059,0,0,9,0,4,1,0,0,18,38,0
26,1,15265,1,0,5,0,2,1,0,0,8,13,1
22,1,1145,3,0,3,0,4,1,90,0,8,38,1
17,1,10782,1,0,3,5,4,0,0,0,8,38,0
27,1,5231,0,0,3,0,4,1,67,0,13,38,1
8,1,6185,1,1,0,1,4,1,0,0,0,38,0
30,3,8443,8,2,13,4,4,1,0,0,8,38,0
0,1,3533,3,1,7,3,4,1,0,0,0,38,0
24,3,2375,1,2,9,4,4,1,0,0,21,38,0
2,1,17213,8,1,11,3,4,1,0,0,0,38,0
40,1,5356,6,0,7,0,3,1,0,0,8,5,0
8,1,7589,3,1,0,4,2,1,0,0,3,38,0
20,3,18760,8,0,0,0,4,1,0,0,8,1,1
12,1,10149,0,0,6,0,4,1,0,0,8,38,0
15,1,1418,8,1,11,3,4,1,0,0,3,38,0
18,1,10536,7,0,9,0,4,1,0,0,13,38,1
35,1,7952,3,1,6,1,4,1,0,0,8,38,0
24,1,8132,3,1,6,3,4,0,17,0,8,28,0
12,1,5829,3,0,6,1,4,0,0,0,6,7,0
6,1,6762,4,1,9,3,4,0,0,0,4,38,0
14,1,19055,3,0,2,0,4,1,0,0,8,38,0
23,1,12773,3,0,13,0,4,1,0,0,18,38,0
2,1,16890,3,1,0,3,4,0,0,0,0,38,0
4,1,12652,8,1,13,3,4,1,0,0,0,38,0
20,3,11090,1,1,0,1,4,0,96,0,8,38,1
32,2,18586,7,0,9,0,4,1,117,0,3,38,1
47,3,12175,3,0,0,5,4,0,0,0,3,38,0
20,3,6861,0,1,0,1,4,0,0,0,11,38,0
53,2,7612,1,0,2,0,4,1,0,73,0,38,1
5,1,7972,3,1,13,3,1,1,0,0,0,38,0
12,2,10941,3,0,11,0,1,1,0,0,8,10,0
20,1,12993,3,0,2,0,4,1,0,0,8,38,0
12,1,4849,1,1,12,1,4,1,0,0,8,38,0
21,1,15252,3,2,6,1,4,1,0,0,21,38,0
10,1,12926,3,1,2,1,4,1,0,0,18,38,0
41,3,11727,1,0,0,0,4,1,0,0,3,38,1
43,3,4690,8,0,0,5,4,0,0,0,3,38,0
3,1,527,8,1,11,1,4,1,0,0,0,38,0
34,1,3505,8,0,11,0,4,1,0,0,8,38,1
20,1,12262,3,0,13,0,4,1,0,0,21,38,0
5,3,10515,3,1,3,1,4,1,0,0,18,38,1
39,2,5597,3,0,13,0,4,1,0,0,21,38,0
9,1,15037,1,0,11,5,4,0,78,0,10,38,1
2,1,3409,8,2,11,4,4,0,0,0,0,38,0
20,1,17928,0,0,9,5,4,0,0,0,0,38,0
10,1,12000,8,1,12,1,4,0,0,0,8,38,0
10,1,7684,3,1,11,3,0,1,0,0,0,38,0
35,2,2279,8,0,11,0,4,1,0,0,18,38,0
28,1,18725,3,2,6,4,2,0,0,0,8,38,0
11,1,158,8,1,2,3,0,1,0,0,8,38,0
3,1,18012,3,2,0,1,4,0,0,0,8,38,0
11,1,4322,4,1,9,1,4,0,0,0,18,38,0
27,1,19494,0,0,5,0,2,1,0,0,8,38,0
13,1,12763,1,0,2,0,4,1,0,0,8,38,0
9,3,16114,0,1,0,3,2,0,0,0,0,38,0
29,1,2711,3,1,11,1,4,0,0,0,8,38,0
34,1,3967,1,0,2,0,4,1,0,0,18,38,0
8,3,1797,1,1,9,1,4,0,0,0,8,38,0
